fecha|max|min|estacion
10/29/20|18.8|11.6|AEROPARQUE AERO
10/28/20|20.5|13|AEROPARQUE AERO
10/27/20|20.5|13.6|AEROPARQUE AERO
10/26/20|22.7|15.6|AEROPARQUE AERO
10/25/20|21.8|17.3|AEROPARQUE AERO
10/24/20|21.2|16.4|AEROPARQUE AERO
10/23/20|21|16|AEROPARQUE AERO
10/22/20|17.3|14|AEROPARQUE AERO
10/21/20|16.8|12.2|AEROPARQUE AERO
10/20/20|18.6|12.1|AEROPARQUE AERO
10/19/20|25.8|18.4|AEROPARQUE AERO
10/18/20|28.5|19.8|AEROPARQUE AERO
10/17/20|22.2|18.5|AEROPARQUE AERO
10/16/20|21.6|16.3|AEROPARQUE AERO
10/15/20|21.4|12.6|AEROPARQUE AERO
10/14/20|24.2|15.5|AEROPARQUE AERO
10/13/20|21.1|14.6|AEROPARQUE AERO
10/12/20|22.5|11.2|AEROPARQUE AERO
10/11/20|19|13.3|AEROPARQUE AERO
10/10/20|19.6|12.2|AEROPARQUE AERO
10/09/20|24.5|13.3|AEROPARQUE AERO
10/08/20|21|12.4|AEROPARQUE AERO
10/07/20|25.8|12.3|AEROPARQUE AERO
10/06/20|18|10.6|AEROPARQUE AERO
10/05/20|18|11.3|AEROPARQUE AERO
10/04/20|15.5|8.8|AEROPARQUE AERO
10/03/20|11.6|6.8|AEROPARQUE AERO
10/02/20|17|9.3|AEROPARQUE AERO
10/01/20|20.9|14.2|AEROPARQUE AERO
09/30/20|23.5|16.3|AEROPARQUE AERO
09/29/20|21.6|13.8|AEROPARQUE AERO
09/28/20|22.8|8.8|AEROPARQUE AERO
09/27/20|17|13.4|AEROPARQUE AERO
09/26/20|19.5|14.2|AEROPARQUE AERO
09/25/20|18.4|14.4|AEROPARQUE AERO
09/24/20|20|12.8|AEROPARQUE AERO
09/23/20|20.8|13.2|AEROPARQUE AERO
09/22/20|17.7|9.8|AEROPARQUE AERO
09/21/20|17.1|7|AEROPARQUE AERO
09/20/20|20.3|8.3|AEROPARQUE AERO
09/19/20|16.5|10.3|AEROPARQUE AERO
09/18/20|21.5|14.3|AEROPARQUE AERO
09/17/20|26|9.8|AEROPARQUE AERO
09/16/20|16.5|9.9|AEROPARQUE AERO
09/15/20|15|10.3|AEROPARQUE AERO
09/14/20|15.6|8.8|AEROPARQUE AERO
09/13/20|17.8|9.3|AEROPARQUE AERO
09/12/20|14.8|9.7|AEROPARQUE AERO
09/11/20|20.3|13.3|AEROPARQUE AERO
09/10/20|17.4|12.7|AEROPARQUE AERO
09/09/20|18.2|12.8|AEROPARQUE AERO
09/08/20|18.5|11.6|AEROPARQUE AERO
09/07/20|14.9|8.3|AEROPARQUE AERO
09/06/20|13.3|8.4|AEROPARQUE AERO
09/05/20|14.9|10.4|AEROPARQUE AERO
09/04/20|17|8.8|AEROPARQUE AERO
09/03/20|13.4|7.4|AEROPARQUE AERO
09/02/20|11.6|9.7|AEROPARQUE AERO
09/01/20|10.6|7.6|AEROPARQUE AERO
08/31/20|13|5.4|AEROPARQUE AERO
08/30/20|11.9|4.1|AEROPARQUE AERO
08/29/20|16|11.7|AEROPARQUE AERO
08/28/20|16.4|11.5|AEROPARQUE AERO
08/27/20|18|11.3|AEROPARQUE AERO
08/26/20|20.7|14.3|AEROPARQUE AERO
08/25/20|18.7|15|AEROPARQUE AERO
08/24/20|20.3|12.3|AEROPARQUE AERO
08/23/20|17.5|10.1|AEROPARQUE AERO
08/22/20|16.2|7|AEROPARQUE AERO
08/21/20|17|5.3|AEROPARQUE AERO
08/20/20|13.9|3.8|AEROPARQUE AERO
08/19/20|14.4|6.4|AEROPARQUE AERO
08/18/20|21.2|9.9|AEROPARQUE AERO
08/17/20|16.3|6.8|AEROPARQUE AERO
08/16/20|19.1|4.3|AEROPARQUE AERO
08/15/20|16.7|7.8|AEROPARQUE AERO
08/14/20|16.5|7.3|AEROPARQUE AERO
08/13/20|18.2|7.2|AEROPARQUE AERO
08/12/20|15.5|3.8|AEROPARQUE AERO
08/11/20|14.3|6|AEROPARQUE AERO
08/10/20|17.5|12.8|AEROPARQUE AERO
08/09/20|16.4|12.8|AEROPARQUE AERO
08/08/20|17.2|11.8|AEROPARQUE AERO
08/07/20|12.5|9.8|AEROPARQUE AERO
08/06/20|22.7|10.3|AEROPARQUE AERO
08/05/20|21|15.3|AEROPARQUE AERO
08/04/20|21.7|14.1|AEROPARQUE AERO
08/03/20|20.5|11.6|AEROPARQUE AERO
08/02/20|20.8|14.6|AEROPARQUE AERO
08/01/20|16.1|9.4|AEROPARQUE AERO
07/31/20|12|7.7|AEROPARQUE AERO
07/30/20|13.8|8.6|AEROPARQUE AERO
07/29/20|12.5|3.3|AEROPARQUE AERO
07/28/20|12.5|2.8|AEROPARQUE AERO
07/27/20|14.9|8.6|AEROPARQUE AERO
07/26/20|16.5|5.8|AEROPARQUE AERO
07/25/20|14.2|4|AEROPARQUE AERO
07/24/20|11.5|5.2|AEROPARQUE AERO
07/23/20|15.1|10.6|AEROPARQUE AERO
07/22/20|15.2|12.3|AEROPARQUE AERO
07/21/20|16|11.8|AEROPARQUE AERO
07/20/20|22.1|13.7|AEROPARQUE AERO
07/19/20|21.1|11.1|AEROPARQUE AERO
07/18/20|16.5|11.6|AEROPARQUE AERO
07/17/20|14.5|8.5|AEROPARQUE AERO
07/16/20|13|8.3|AEROPARQUE AERO
07/15/20|12.3|4.3|AEROPARQUE AERO
07/14/20|13.5|2.9|AEROPARQUE AERO
07/13/20|12.3|8.2|AEROPARQUE AERO
07/12/20|14.5|7.3|AEROPARQUE AERO
07/11/20|14.7|4.8|AEROPARQUE AERO
07/10/20|13.4|8.8|AEROPARQUE AERO
07/09/20|15|6.3|AEROPARQUE AERO
07/08/20|12.9|6.2|AEROPARQUE AERO
07/07/20|10.5|7.4|AEROPARQUE AERO
07/06/20|11.6|5.8|AEROPARQUE AERO
07/05/20|13.8|9.1|AEROPARQUE AERO
07/04/20|13.8|8.5|AEROPARQUE AERO
07/03/20|14|5.8|AEROPARQUE AERO
07/02/20|11|4.8|AEROPARQUE AERO
07/01/20|9.6|5.4|AEROPARQUE AERO
06/30/20|12.8|9.1|AEROPARQUE AERO
06/29/20|13.3|9.7|AEROPARQUE AERO
06/28/20|12.1|5.8|AEROPARQUE AERO
06/27/20|14.6|7|AEROPARQUE AERO
06/26/20|14.2|4.8|AEROPARQUE AERO
06/25/20|13.5|7.3|AEROPARQUE AERO
06/24/20|14.5|10.8|AEROPARQUE AERO
06/23/20|15.1|12.5|AEROPARQUE AERO
06/22/20|14.6|9.3|AEROPARQUE AERO
06/21/20|18.2|11.8|AEROPARQUE AERO
06/20/20|14.7|8.8|AEROPARQUE AERO
06/19/20|15.6|10.3|AEROPARQUE AERO
06/18/20|21|11.8|AEROPARQUE AERO
06/17/20|22.2|16|AEROPARQUE AERO
06/16/20|21|13.4|AEROPARQUE AERO
06/15/20|14.1|9.5|AEROPARQUE AERO
06/14/20|11.9|2.6|AEROPARQUE AERO
06/13/20|14.5|7.6|AEROPARQUE AERO
06/12/20|18.5|11.9|AEROPARQUE AERO
06/11/20|14.8|8.8|AEROPARQUE AERO
06/10/20|16.7|10.3|AEROPARQUE AERO
06/09/20|17.5|10.3|AEROPARQUE AERO
06/08/20|19.9|12.9|AEROPARQUE AERO
06/07/20|16.5|13.6|AEROPARQUE AERO
06/06/20|17|14.5|AEROPARQUE AERO
06/05/20|15.8|10.2|AEROPARQUE AERO
06/04/20|13.5|8.8|AEROPARQUE AERO
06/03/20|14.5|7.6|AEROPARQUE AERO
06/02/20|14.3|6|AEROPARQUE AERO
06/01/20|13.6|6.8|AEROPARQUE AERO
05/31/20|13.8|7|AEROPARQUE AERO
05/30/20|15.4|10.2|AEROPARQUE AERO
05/29/20|18.1|11.7|AEROPARQUE AERO
05/28/20|17.2|10.3|AEROPARQUE AERO
05/27/20|18|10|AEROPARQUE AERO
05/26/20|16.7|10.3|AEROPARQUE AERO
05/25/20|17.2|10.9|AEROPARQUE AERO
05/24/20|17|8.8|AEROPARQUE AERO
05/23/20|17.2|8.6|AEROPARQUE AERO
05/22/20|15.6|11.3|AEROPARQUE AERO
05/21/20|19.5|12.8|AEROPARQUE AERO
05/20/20|22|15.8|AEROPARQUE AERO
05/19/20|22.5|15|AEROPARQUE AERO
05/18/20|20.1|14.1|AEROPARQUE AERO
05/17/20|24.8|14.3|AEROPARQUE AERO
05/16/20|27.3|13.8|AEROPARQUE AERO
05/15/20|21.5|9.8|AEROPARQUE AERO
05/14/20|14.1|7.9|AEROPARQUE AERO
05/13/20|20.5|10.8|AEROPARQUE AERO
05/12/20|16.5|9.8|AEROPARQUE AERO
05/11/20|22.3|13.6|AEROPARQUE AERO
05/10/20|23.6|14.4|AEROPARQUE AERO
05/09/20|20.5|10.8|AEROPARQUE AERO
05/08/20|18.3|9.8|AEROPARQUE AERO
05/07/20|19|10.6|AEROPARQUE AERO
05/06/20|15.6|9|AEROPARQUE AERO
05/05/20|16.9|12.3|AEROPARQUE AERO
05/04/20|18.8|14.8|AEROPARQUE AERO
05/03/20|19.6|14.6|AEROPARQUE AERO
05/02/20|18|11.3|AEROPARQUE AERO
05/01/20|21.8|13.8|AEROPARQUE AERO
04/30/20|20.7|12.3|AEROPARQUE AERO
04/29/20|22.4|12.8|AEROPARQUE AERO
04/28/20|21|16.8|AEROPARQUE AERO
04/27/20|20.5|16.3|AEROPARQUE AERO
04/26/20|20.4|16.3|AEROPARQUE AERO
04/25/20|22|16.4|AEROPARQUE AERO
04/24/20|23.5|19|AEROPARQUE AERO
04/23/20|20.9|17.4|AEROPARQUE AERO
04/22/20|19.8|15.3|AEROPARQUE AERO
04/21/20|21.5|15.7|AEROPARQUE AERO
04/20/20|24.8|16.7|AEROPARQUE AERO
04/19/20|23.5|17.3|AEROPARQUE AERO
04/18/20|23.7|15.8|AEROPARQUE AERO
04/17/20|20|13.3|AEROPARQUE AERO
04/16/20|18|10.6|AEROPARQUE AERO
04/15/20|20.8|10.6|AEROPARQUE AERO
04/14/20|20|10.8|AEROPARQUE AERO
04/13/20|20.8|12.7|AEROPARQUE AERO
04/12/20|23|16.3|AEROPARQUE AERO
04/11/20|22.5|16.8|AEROPARQUE AERO
04/10/20|20|13.5|AEROPARQUE AERO
04/09/20|19.9|11.8|AEROPARQUE AERO
04/08/20|17|11|AEROPARQUE AERO
04/07/20|19|10.6|AEROPARQUE AERO
04/06/20|21.5|14.8|AEROPARQUE AERO
04/05/20|22.8|16.8|AEROPARQUE AERO
04/04/20|24|15.8|AEROPARQUE AERO
04/03/20|21|12.3|AEROPARQUE AERO
04/02/20|22|14|AEROPARQUE AERO
04/01/20|23.8|19.7|AEROPARQUE AERO
03/31/20|25|19.3|AEROPARQUE AERO
03/30/20|26.1|22.4|AEROPARQUE AERO
03/29/20|29.8|20.8|AEROPARQUE AERO
03/28/20|25.6|21.9|AEROPARQUE AERO
03/27/20|27|21.8|AEROPARQUE AERO
03/26/20|26|21|AEROPARQUE AERO
03/25/20|26.5|21.3|AEROPARQUE AERO
03/24/20|28|21.8|AEROPARQUE AERO
03/23/20|28.4|21.5|AEROPARQUE AERO
03/22/20|27|17.9|AEROPARQUE AERO
03/21/20|27.2|18.2|AEROPARQUE AERO
03/20/20|27|16.4|AEROPARQUE AERO
03/19/20|25|16.3|AEROPARQUE AERO
03/18/20|23.2|18.3|AEROPARQUE AERO
03/17/20|21.9|17.4|AEROPARQUE AERO
03/16/20|21.3|17.3|AEROPARQUE AERO
03/15/20|22.6|16.8|AEROPARQUE AERO
03/14/20|26.9|19.5|AEROPARQUE AERO
03/13/20|28|22.2|AEROPARQUE AERO
03/12/20|25.7|19.4|AEROPARQUE AERO
03/11/20|23.5|20|AEROPARQUE AERO
03/10/20|25|20.2|AEROPARQUE AERO
03/09/20|28.1|20.7|AEROPARQUE AERO
03/08/20|31|22.8|AEROPARQUE AERO
03/07/20|30.5|21.8|AEROPARQUE AERO
03/06/20|27.5|22.3|AEROPARQUE AERO
03/05/20|27.6|21.8|AEROPARQUE AERO
03/04/20|29.6|23|AEROPARQUE AERO
03/03/20|30|22.8|AEROPARQUE AERO
03/02/20|30.6|23.8|AEROPARQUE AERO
03/01/20|31.5|23.4|AEROPARQUE AERO
02/29/20|28.6|21.2|AEROPARQUE AERO
02/28/20|28.5|19.2|AEROPARQUE AERO
02/27/20|26.9|17.9|AEROPARQUE AERO
02/26/20|23.5|17.8|AEROPARQUE AERO
02/25/20|25.5|19|AEROPARQUE AERO
02/24/20|27.8|19.3|AEROPARQUE AERO
02/23/20|24.6|14.5|AEROPARQUE AERO
02/22/20|20.2|12.3|AEROPARQUE AERO
02/21/20|23|13.5|AEROPARQUE AERO
02/20/20|25.4|15.6|AEROPARQUE AERO
02/19/20|29.1|19.3|AEROPARQUE AERO
02/18/20|26.5|17.8|AEROPARQUE AERO
02/17/20|28.7|19.8|AEROPARQUE AERO
02/16/20|31.8|22.8|AEROPARQUE AERO
02/15/20|30.4|20.9|AEROPARQUE AERO
02/14/20|30.5|19.8|AEROPARQUE AERO
02/13/20|28.8|20.6|AEROPARQUE AERO
02/12/20|27|20.6|AEROPARQUE AERO
02/11/20|25|19.9|AEROPARQUE AERO
02/10/20|23.5|14.8|AEROPARQUE AERO
02/09/20|25.1|16.3|AEROPARQUE AERO
02/08/20|26|20.4|AEROPARQUE AERO
02/07/20|30|22.8|AEROPARQUE AERO
02/06/20|34|22.4|AEROPARQUE AERO
02/05/20|30.7|24.2|AEROPARQUE AERO
02/04/20|32.5|22.8|AEROPARQUE AERO
02/03/20|32.2|24.8|AEROPARQUE AERO
02/02/20|32|22.4|AEROPARQUE AERO
02/01/20|28.6|18.2|AEROPARQUE AERO
01/31/20|26|16.6|AEROPARQUE AERO
01/30/20|25.4|14.3|AEROPARQUE AERO
01/29/20|27.2|18.3|AEROPARQUE AERO
01/28/20|28.3|17.9|AEROPARQUE AERO
01/27/20|31|15.8|AEROPARQUE AERO
01/26/20|33.4|24|AEROPARQUE AERO
01/25/20|35.5|25|AEROPARQUE AERO
01/24/20|30.8|22.2|AEROPARQUE AERO
01/23/20|28.9|22.2|AEROPARQUE AERO
01/22/20|28.1|23.3|AEROPARQUE AERO
01/21/20|28|19.7|AEROPARQUE AERO
01/20/20|30.5|24.8|AEROPARQUE AERO
01/19/20|30|23.8|AEROPARQUE AERO
01/18/20|28.3|21.3|AEROPARQUE AERO
01/17/20|25|18.3|AEROPARQUE AERO
01/16/20|26|15|AEROPARQUE AERO
01/15/20|27.8|20.6|AEROPARQUE AERO
01/14/20|28.3|20.8|AEROPARQUE AERO
01/13/20|28.1|20.3|AEROPARQUE AERO
01/12/20|28.5|21.3|AEROPARQUE AERO
01/11/20|29.6|18.6|AEROPARQUE AERO
01/10/20|28|22.2|AEROPARQUE AERO
01/09/20|29.5|22.8|AEROPARQUE AERO
01/08/20|30.4|20.3|AEROPARQUE AERO
01/07/20|30.5|17.8|AEROPARQUE AERO
01/06/20|27.7|18.8|AEROPARQUE AERO
01/05/20|28.6|22.3|AEROPARQUE AERO
01/04/20|27.6|21.3|AEROPARQUE AERO
01/03/20|26.3|19.7|AEROPARQUE AERO
01/02/20|25.4|18.8|AEROPARQUE AERO
01/01/20|25.8|19.5|AEROPARQUE AERO
12/31/19|27.9|21.8|AEROPARQUE AERO
12/30/19|26.5|22|AEROPARQUE AERO
12/29/19|30.5|23.3|AEROPARQUE AERO
12/28/19|29.8|23.4|AEROPARQUE AERO
12/27/19|30.5|20.3|AEROPARQUE AERO
12/26/19|25.2|14.5|AEROPARQUE AERO
12/25/19|27.2|15.5|AEROPARQUE AERO
12/24/19|31|19.3|AEROPARQUE AERO
12/23/19|27.6|16.3|AEROPARQUE AERO
12/22/19|26.7|11.3|AEROPARQUE AERO
12/21/19|24.5|13.3|AEROPARQUE AERO
12/20/19|26.5|18|AEROPARQUE AERO
12/19/19|31.2|22.8|AEROPARQUE AERO
12/18/19|30.1|21.3|AEROPARQUE AERO
12/17/19|26.5|18.7|AEROPARQUE AERO
12/16/19|26.5|15.8|AEROPARQUE AERO
12/15/19|24|18.5|AEROPARQUE AERO
12/14/19|27.5|19.8|AEROPARQUE AERO
12/13/19|23.8|12.6|AEROPARQUE AERO
12/12/19|26.6|21.3|AEROPARQUE AERO
12/11/19|34.3|25.2|AEROPARQUE AERO
12/10/19|37.5|22.3|AEROPARQUE AERO
12/09/19|31.3|21|AEROPARQUE AERO
12/08/19|30|18.8|AEROPARQUE AERO
12/07/19|24|15.3|AEROPARQUE AERO
12/06/19|26.9|18.3|AEROPARQUE AERO
12/05/19|25.5|12.2|AEROPARQUE AERO
12/04/19|24.2|17.6|AEROPARQUE AERO
12/03/19|24.3|17.4|AEROPARQUE AERO
12/02/19|25|15.8|AEROPARQUE AERO
12/01/19|25.1|14.6|AEROPARQUE AERO
11/30/19|28.1|18.3|AEROPARQUE AERO
11/29/19|29.5|18.6|AEROPARQUE AERO
11/28/19|28.4|17.8|AEROPARQUE AERO
11/27/19|28.4|17|AEROPARQUE AERO
11/26/19|25.5|17.8|AEROPARQUE AERO
11/25/19|23.9|17|AEROPARQUE AERO
11/24/19|24.4|16.8|AEROPARQUE AERO
11/23/19|22.1|14|AEROPARQUE AERO
11/22/19|25.1|18.1|AEROPARQUE AERO
11/21/19|28.6|21.6|AEROPARQUE AERO
11/20/19|32|23.4|AEROPARQUE AERO
11/19/19|27.6|20.4|AEROPARQUE AERO
11/18/19|30.1|21.8|AEROPARQUE AERO
11/17/19|29|18.4|AEROPARQUE AERO
11/16/19|25.2|18.2|AEROPARQUE AERO
11/15/19|26|19.8|AEROPARQUE AERO
11/14/19|30.2|20.3|AEROPARQUE AERO
11/13/19|27|20.4|AEROPARQUE AERO
11/12/19|25|18.8|AEROPARQUE AERO
11/11/19|23.1|17.8|AEROPARQUE AERO
11/10/19|22.4|17.5|AEROPARQUE AERO
11/09/19|23.4|13.8|AEROPARQUE AERO
11/08/19|22.2|15.2|AEROPARQUE AERO
11/07/19|31|18.2|AEROPARQUE AERO
11/06/19|25.5|18.8|AEROPARQUE AERO
11/05/19|23.5|14.3|AEROPARQUE AERO
11/04/19|22.5|18.5|AEROPARQUE AERO
11/03/19|23|12.2|AEROPARQUE AERO
11/02/19|27.8|20.3|AEROPARQUE AERO
11/01/19|22.2|16.8|AEROPARQUE AERO
10/31/19|22.1|14.8|AEROPARQUE AERO
10/29/20|17.2|5|AZUL AERO
10/28/20|16.2|10.5|AZUL AERO
10/27/20|21.8|8.4|AZUL AERO
10/26/20|22.1|6.9|AZUL AERO
10/25/20|18.1|15.3|AZUL AERO
10/24/20|21.8|14.3|AZUL AERO
10/23/20|19.1|11.7|AZUL AERO
10/22/20|14.5|8.3|AZUL AERO
10/21/20|16.9|2.2|AZUL AERO
10/20/20|18.1|5.7|AZUL AERO
10/19/20|23.9|11.9|AZUL AERO
10/18/20|32.3|16.2|AZUL AERO
10/17/20|30|10.5|AZUL AERO
10/16/20|26.9|10|AZUL AERO
10/15/20|22.9|4|AZUL AERO
10/14/20|24.1|7.6|AZUL AERO
10/13/20|25|4.6|AZUL AERO
10/12/20|22.1|5.6|AZUL AERO
10/11/20|18.5|8.7|AZUL AERO
10/10/20|22|0.8|AZUL AERO
10/09/20|19.9|8.6|AZUL AERO
10/08/20|20.7|1.9|AZUL AERO
10/07/20|19.7|8.8|AZUL AERO
10/06/20|20.3|-1|AZUL AERO
10/05/20|17.5|4.6|AZUL AERO
10/04/20|11.7|0.6|AZUL AERO
10/03/20|11.9|-0.5|AZUL AERO
10/02/20|15.5|1|AZUL AERO
10/01/20|17.7|6|AZUL AERO
09/30/20|22.5|7.5|AZUL AERO
09/29/20|22.4|10.5|AZUL AERO
09/28/20|21.4|1.9|AZUL AERO
09/27/20|14.6|9.9|AZUL AERO
09/26/20|15.9|10.4|AZUL AERO
09/25/20|15.2|7|AZUL AERO
09/24/20|23.5|4.2|AZUL AERO
09/23/20|22.9|5|AZUL AERO
09/22/20|22|5.5|AZUL AERO
09/21/20|17.4|-4.4|AZUL AERO
09/20/20|17.7|0.5|AZUL AERO
09/19/20|14.2|1.7|AZUL AERO
09/18/20|18.2|4.6|AZUL AERO
09/17/20|25.5|6|AZUL AERO
09/16/20|20.2|1.2|AZUL AERO
09/15/20|19|4|AZUL AERO
09/14/20|16.6|-2.6|AZUL AERO
09/13/20|16.5|1.5|AZUL AERO
09/12/20|17.5|2|AZUL AERO
09/11/20|15|5|AZUL AERO
09/10/20|20.2|0.2|AZUL AERO
09/09/20|17.4|9.5|AZUL AERO
09/08/20|18.5|6|AZUL AERO
09/07/20|15.8|-1.9|AZUL AERO
09/06/20|13.2|3|AZUL AERO
09/05/20|15.4|-0.6|AZUL AERO
09/04/20|16.4|5|AZUL AERO
09/03/20|13.5|5.9|AZUL AERO
09/02/20|8.6|3.5|AZUL AERO
09/01/20|11.7|-3|AZUL AERO
08/31/20|15.5|-2.9|AZUL AERO
08/30/20|15|-4.7|AZUL AERO
08/29/20|13.6|2.6|AZUL AERO
08/28/20|19|2|AZUL AERO
08/27/20|19.7|4.1|AZUL AERO
08/26/20|17|11.1|AZUL AERO
08/25/20|17.5|11.2|AZUL AERO
08/24/20|21.5|3.3|AZUL AERO
08/23/20|19.4|3.3|AZUL AERO
08/22/20|17.9|2.3|AZUL AERO
08/21/20|18.2|0|AZUL AERO
08/20/20|12.4|-4.7|AZUL AERO
08/19/20|10.6|-1.8|AZUL AERO
08/18/20|15.4|3.8|AZUL AERO
08/17/20|17|-4.7|AZUL AERO
08/16/20|16.9|-2.2|AZUL AERO
08/15/20|12|-1.2|AZUL AERO
08/14/20|17.7|2.8|AZUL AERO
08/13/20|16.5|0.3|AZUL AERO
08/12/20|15.7|-1.2|AZUL AERO
08/11/20|11.5|-2|AZUL AERO
08/10/20|14|7.3|AZUL AERO
08/09/20|15.5|8.2|AZUL AERO
08/08/20|11.6|1.3|AZUL AERO
08/07/20|14|-3.2|AZUL AERO
08/06/20|12.6|4.2|AZUL AERO
08/05/20|23.9|11.4|AZUL AERO
08/04/20|24.5|11.5|AZUL AERO
08/03/20|16.6|1.7|AZUL AERO
08/02/20|18.8|6.6|AZUL AERO
08/01/20|17.6|-1.6|AZUL AERO
07/31/20|17|1.3|AZUL AERO
07/30/20|13.5|0.1|AZUL AERO
07/29/20|13.3|-5.6|AZUL AERO
07/28/20|10.5|-2.2|AZUL AERO
07/27/20|9.8|4.8|AZUL AERO
07/26/20|15|2.5|AZUL AERO
07/25/20|10.6|-1.9|AZUL AERO
07/24/20|9.1|2.5|AZUL AERO
07/23/20|11.5|7.3|AZUL AERO
07/22/20|12|9.1|AZUL AERO
07/21/20|12.2|9.4|AZUL AERO
07/20/20|13.3|10.9|AZUL AERO
07/19/20|13|9.9|AZUL AERO
07/18/20|12.6|8.8|AZUL AERO
07/17/20|15|-1|AZUL AERO
07/16/20|15.6|4.4|AZUL AERO
07/15/20|13.5|-4|AZUL AERO
07/14/20|11.1|-3.2|AZUL AERO
07/13/20|8.6|-0.6|AZUL AERO
07/12/20|10.5|2|AZUL AERO
07/11/20|12.7|-0.1|AZUL AERO
07/10/20|12.1|3.4|AZUL AERO
07/09/20|11.8|-0.5|AZUL AERO
07/08/20|9.5|-1.9|AZUL AERO
07/07/20|8|-1.5|AZUL AERO
07/06/20|10.7|-1.6|AZUL AERO
07/05/20|10.5|-0.5|AZUL AERO
07/04/20|9.6|2.4|AZUL AERO
07/03/20|10.1|3|AZUL AERO
07/02/20|11.1|4.8|AZUL AERO
07/01/20|9.1|1.5|AZUL AERO
06/30/20|9.5|5.7|AZUL AERO
06/29/20|12.5|2.1|AZUL AERO
06/28/20|9.8|-4|AZUL AERO
06/27/20|8.1|-0.3|AZUL AERO
06/26/20|10.5|-1|AZUL AERO
06/25/20|10.3|1.4|AZUL AERO
06/24/20|13.5|4.4|AZUL AERO
06/23/20|16|7|AZUL AERO
06/22/20|10.5|-3.2|AZUL AERO
06/21/20|14.2|2.6|AZUL AERO
06/20/20|12.6|2.2|AZUL AERO
06/19/20|13.8|1.5|AZUL AERO
06/18/20|18.1|8.6|AZUL AERO
06/17/20|19.8|14|AZUL AERO
06/16/20|14|8.2|AZUL AERO
06/15/20|15.5|-0.9|AZUL AERO
06/14/20|13|-5|AZUL AERO
06/13/20|10.6|1.3|AZUL AERO
06/12/20|17.2|4.9|AZUL AERO
06/11/20|19.2|0.1|AZUL AERO
06/10/20|18.4|4|AZUL AERO
06/09/20|15.2|4.6|AZUL AERO
06/08/20|16.5|9.4|AZUL AERO
06/07/20|16.1|10.1|AZUL AERO
06/06/20|18.7|5.4|AZUL AERO
06/05/20|16|-2.4|AZUL AERO
06/04/20|11.5|0.5|AZUL AERO
06/03/20|14|5|AZUL AERO
06/02/20|15.5|1.4|AZUL AERO
06/01/20|12.2|4.2|AZUL AERO
05/31/20|12.2|7|AZUL AERO
05/30/20|12.6|7|AZUL AERO
05/29/20|13|9.1|AZUL AERO
05/28/20|12.8|4.5|AZUL AERO
05/27/20|19.3|2.5|AZUL AERO
05/26/20|15.4|3|AZUL AERO
05/25/20|15.6|9.7|AZUL AERO
05/24/20|17.1|3.4|AZUL AERO
05/23/20|14.1|1|AZUL AERO
05/22/20|13.7|4.2|AZUL AERO
05/21/20|14.5|7.6|AZUL AERO
05/20/20|17.8|10.2|AZUL AERO
05/19/20|22.5|4.5|AZUL AERO
05/18/20|21.1|5.6|AZUL AERO
05/17/20|21|8.5|AZUL AERO
05/16/20|26.4|10.4|AZUL AERO
05/15/20|20.1|6.9|AZUL AERO
05/14/20|13.7|-2.3|AZUL AERO
05/13/20|15.9|1.6|AZUL AERO
05/12/20|16.5|-1|AZUL AERO
05/11/20|16.7|7.3|AZUL AERO
05/10/20|22|7.4|AZUL AERO
05/09/20|19.8|8|AZUL AERO
05/08/20|18.1|4.6|AZUL AERO
05/07/20|16.3|1.4|AZUL AERO
05/06/20|16.5|8|AZUL AERO
05/05/20|14.6|8.5|AZUL AERO
05/04/20|18.6|7.9|AZUL AERO
05/03/20|15.7|9.8|AZUL AERO
05/02/20|18|2.7|AZUL AERO
05/01/20|16.3|8.6|AZUL AERO
04/30/20|20.4|4.9|AZUL AERO
04/29/20|19|10.5|AZUL AERO
04/28/20|19.6|13.1|AZUL AERO
04/27/20|16.1|12.6|AZUL AERO
04/26/20|19.7|8.6|AZUL AERO
04/25/20|21.7|12.6|AZUL AERO
04/24/20|21.6|16.5|AZUL AERO
04/23/20|21.6|10.1|AZUL AERO
04/22/20|19|6|AZUL AERO
04/21/20|18.4|6|AZUL AERO
04/20/20|26.2|9.1|AZUL AERO
04/19/20|24.8|11.7|AZUL AERO
04/18/20|24|11.5|AZUL AERO
04/17/20|23|6|AZUL AERO
04/16/20|20.4|1.5|AZUL AERO
04/15/20|19.5|4.6|AZUL AERO
04/14/20|19.4|4.6|AZUL AERO
04/13/20|17.5|10.4|AZUL AERO
04/12/20|22.4|9.5|AZUL AERO
04/11/20|22.3|10.6|AZUL AERO
04/10/20|20.1|4.6|AZUL AERO
04/09/20|19.5|1.1|AZUL AERO
04/08/20|19.2|1.5|AZUL AERO
04/07/20|18.4|3.3|AZUL AERO
04/06/20|18.7|8.3|AZUL AERO
04/05/20|24.7|10.9|AZUL AERO
04/04/20|23.5|10|AZUL AERO
04/03/20|20|4.1|AZUL AERO
04/02/20|21.6|10.5|AZUL AERO
04/01/20|20.7|14.1|AZUL AERO
03/31/20|20.1|14.5|AZUL AERO
03/30/20|19.3|15.2|AZUL AERO
03/29/20|26.5|16|AZUL AERO
03/28/20|27.5|17|AZUL AERO
03/27/20|28.5|17.2|AZUL AERO
03/26/20|22.9|12.5|AZUL AERO
03/25/20|23.8|17|AZUL AERO
