fecha|max|min|estacion
05/02/20|24.2|8|MERCEDES AERO (CTES)
05/01/20|26|14|MERCEDES AERO (CTES)
04/30/20|25|11|MERCEDES AERO (CTES)
04/29/20|25|12|MERCEDES AERO (CTES)
04/28/20|32|16|MERCEDES AERO (CTES)
04/27/20|30.5|17.8|MERCEDES AERO (CTES)
04/26/20|27.6|19|MERCEDES AERO (CTES)
04/25/20|34.4|15|MERCEDES AERO (CTES)
04/24/20|32.4|16|MERCEDES AERO (CTES)
04/23/20|31.5|15.5|MERCEDES AERO (CTES)
04/22/20|31.2|14|MERCEDES AERO (CTES)
04/21/20|31|18|MERCEDES AERO (CTES)
04/20/20|30.4|15|MERCEDES AERO (CTES)
04/19/20|29.4|12.5|MERCEDES AERO (CTES)
04/18/20|26.8|11|MERCEDES AERO (CTES)
04/17/20|26.2|7.5|MERCEDES AERO (CTES)
04/16/20|24|8|MERCEDES AERO (CTES)
04/15/20|24|5|MERCEDES AERO (CTES)
04/14/20|22.2|7|MERCEDES AERO (CTES)
04/13/20|25|12|MERCEDES AERO (CTES)
04/12/20|27.8|10|MERCEDES AERO (CTES)
04/11/20|26|8.5|MERCEDES AERO (CTES)
04/10/20|23.6|9|MERCEDES AERO (CTES)
04/09/20|24|6.2|MERCEDES AERO (CTES)
04/08/20|21.2|6|MERCEDES AERO (CTES)
04/07/20|22|7|MERCEDES AERO (CTES)
04/06/20|28.8|15.8|MERCEDES AERO (CTES)
04/05/20|28|13.5|MERCEDES AERO (CTES)
04/04/20|25.8|12|MERCEDES AERO (CTES)
04/03/20|24|14|MERCEDES AERO (CTES)
04/02/20|24.8|15.8|MERCEDES AERO (CTES)
04/01/20|33|20.8|MERCEDES AERO (CTES)
03/31/20|31.4|18|MERCEDES AERO (CTES)
03/30/20|32.2|17|MERCEDES AERO (CTES)
03/29/20|28|17|MERCEDES AERO (CTES)
03/28/20|25|18|MERCEDES AERO (CTES)
03/27/20|29.2|18|MERCEDES AERO (CTES)
03/26/20|31.5|19.8|MERCEDES AERO (CTES)
03/25/20|33|17|MERCEDES AERO (CTES)
03/24/20|34|18.5|MERCEDES AERO (CTES)
03/23/20|34.4|16|MERCEDES AERO (CTES)
03/22/20|31.2|14.5|MERCEDES AERO (CTES)
03/21/20|28.4|14|MERCEDES AERO (CTES)
03/20/20|27.6|12|MERCEDES AERO (CTES)
03/19/20|28.6|15|MERCEDES AERO (CTES)
03/18/20|29.6|20|MERCEDES AERO (CTES)
03/17/20|34|19|MERCEDES AERO (CTES)
03/16/20|29.5|18|MERCEDES AERO (CTES)
03/15/20|25|19.5|MERCEDES AERO (CTES)
03/14/20|40|24.8|MERCEDES AERO (CTES)
03/13/20|39.2|24|MERCEDES AERO (CTES)
03/12/20|38|22|MERCEDES AERO (CTES)
03/11/20|37.4|20|MERCEDES AERO (CTES)
03/10/20|37|21|MERCEDES AERO (CTES)
03/09/20|37|20|MERCEDES AERO (CTES)
03/08/20|35.5|17.5|MERCEDES AERO (CTES)
03/07/20|33|17|MERCEDES AERO (CTES)
03/06/20|32.5|13.5|MERCEDES AERO (CTES)
03/05/20|32|18|MERCEDES AERO (CTES)
03/04/20|33.4|18.5|MERCEDES AERO (CTES)
03/03/20|32.6|18|MERCEDES AERO (CTES)
03/02/20|32.5|15.2|MERCEDES AERO (CTES)
03/01/20|33|17|MERCEDES AERO (CTES)
02/29/20|32|17.5|MERCEDES AERO (CTES)
02/28/20|31|17|MERCEDES AERO (CTES)
02/27/20|30|13.2|MERCEDES AERO (CTES)
02/26/20|28.4|12|MERCEDES AERO (CTES)
02/25/20|30|19.5|MERCEDES AERO (CTES)
02/24/20|31|14|MERCEDES AERO (CTES)
02/23/20|27|12|MERCEDES AERO (CTES)
02/22/20|24.2|9|MERCEDES AERO (CTES)
02/21/20|25|12.5|MERCEDES AERO (CTES)
02/20/20|29.8|17|MERCEDES AERO (CTES)
02/19/20|29|14.5|MERCEDES AERO (CTES)
02/18/20|29.8|19.4|MERCEDES AERO (CTES)
02/17/20|32|21.5|MERCEDES AERO (CTES)
02/16/20|28|23|MERCEDES AERO (CTES)
02/15/20|30.5|22.5|MERCEDES AERO (CTES)
02/14/20|29|21|MERCEDES AERO (CTES)
02/13/20|35|20|MERCEDES AERO (CTES)
02/12/20|32.4|17|MERCEDES AERO (CTES)
02/11/20|31|14|MERCEDES AERO (CTES)
02/10/20|29.6|19|MERCEDES AERO (CTES)
02/09/20|30.6|20|MERCEDES AERO (CTES)
02/08/20|36.4|27|MERCEDES AERO (CTES)
02/07/20|36.2|24|MERCEDES AERO (CTES)
02/06/20|34.2|22|MERCEDES AERO (CTES)
02/05/20|34.5|22.5|MERCEDES AERO (CTES)
02/04/20|35|22.3|MERCEDES AERO (CTES)
02/03/20|33.5|19.8|MERCEDES AERO (CTES)
02/02/20|33|20|MERCEDES AERO (CTES)
02/01/20|32||MERCEDES AERO (CTES)
01/31/20|||MERCEDES AERO (CTES)
01/30/20|||MERCEDES AERO (CTES)
01/29/20|28|19.8|MERCEDES AERO (CTES)
01/28/20|33.5|19.3|MERCEDES AERO (CTES)
01/27/20|34|21|MERCEDES AERO (CTES)
01/26/20|35|21.3|MERCEDES AERO (CTES)
01/25/20|33.5|23|MERCEDES AERO (CTES)
01/24/20|31.5|18.3|MERCEDES AERO (CTES)
01/23/20|30.5|18.5|MERCEDES AERO (CTES)
01/22/20|28.5|21.8|MERCEDES AERO (CTES)
01/21/20|25.5|22|MERCEDES AERO (CTES)
01/20/20|31.6|21.3|MERCEDES AERO (CTES)
01/19/20|37|23.5|MERCEDES AERO (CTES)
01/18/20|34.2|17.8|MERCEDES AERO (CTES)
01/17/20|29.5|13.5|MERCEDES AERO (CTES)
01/16/20|28|20.8|MERCEDES AERO (CTES)
01/15/20|39|23.1|MERCEDES AERO (CTES)
01/14/20|36.2|23.5|MERCEDES AERO (CTES)
01/13/20|36||MERCEDES AERO (CTES)
01/12/20|34.5||MERCEDES AERO (CTES)
01/11/20|33.2||MERCEDES AERO (CTES)
01/10/20|35.5||MERCEDES AERO (CTES)
01/09/20|35.5||MERCEDES AERO (CTES)
01/08/20|36.5||MERCEDES AERO (CTES)
01/07/20|31||MERCEDES AERO (CTES)
01/06/20|30||MERCEDES AERO (CTES)
01/05/20|35||MERCEDES AERO (CTES)
01/04/20|32.8||MERCEDES AERO (CTES)
01/03/20|31||MERCEDES AERO (CTES)
01/02/20|30.5||MERCEDES AERO (CTES)
01/01/20|30.2||MERCEDES AERO (CTES)
12/31/19|32.6||MERCEDES AERO (CTES)
12/30/19|38||MERCEDES AERO (CTES)
12/29/19|37.4||MERCEDES AERO (CTES)
12/28/19|37.2||MERCEDES AERO (CTES)
12/27/19|36.6|24|MERCEDES AERO (CTES)
12/26/19|30|23|MERCEDES AERO (CTES)
12/25/19|36.5|21.6|MERCEDES AERO (CTES)
12/24/19|32.4|18|MERCEDES AERO (CTES)
12/23/19|28.5|19.8|MERCEDES AERO (CTES)
12/22/19|27|12.6|MERCEDES AERO (CTES)
12/21/19|26.5|16|MERCEDES AERO (CTES)
12/20/19|35|18|MERCEDES AERO (CTES)
12/19/19|33.5|18.2|MERCEDES AERO (CTES)
12/18/19|31.5|18|MERCEDES AERO (CTES)
12/17/19|31.2|18|MERCEDES AERO (CTES)
12/16/19|30.5|16.8|MERCEDES AERO (CTES)
12/15/19|28|17|MERCEDES AERO (CTES)
12/14/19|32.5|19|MERCEDES AERO (CTES)
12/13/19|29.4|13.8|MERCEDES AERO (CTES)
12/12/19|30.5|19|MERCEDES AERO (CTES)
12/11/19|35.8|20.4|MERCEDES AERO (CTES)
12/10/19|34.4|20|MERCEDES AERO (CTES)
12/09/19|33|18.2|MERCEDES AERO (CTES)
12/08/19|32|18.6|MERCEDES AERO (CTES)
12/07/19|31.2|17|MERCEDES AERO (CTES)
12/06/19|29.4|12|MERCEDES AERO (CTES)
12/05/19|26.2|13.8|MERCEDES AERO (CTES)
12/04/19|24.6|15.8|MERCEDES AERO (CTES)
12/03/19|29.4|14|MERCEDES AERO (CTES)
12/02/19|22|13|MERCEDES AERO (CTES)
12/01/19|28.4|17.8|MERCEDES AERO (CTES)
11/30/19|27|19.8|MERCEDES AERO (CTES)
11/29/19|32.8|16|MERCEDES AERO (CTES)
11/28/19|28|16|MERCEDES AERO (CTES)
11/27/19|27.8|18|MERCEDES AERO (CTES)
11/26/19|24.2|19.4|MERCEDES AERO (CTES)
11/25/19|34.5|18|MERCEDES AERO (CTES)
11/24/19|27.6|15.8|MERCEDES AERO (CTES)
11/23/19|27.8|18.6|MERCEDES AERO (CTES)
11/22/19|30.4|21.4|MERCEDES AERO (CTES)
11/21/19|34|24.2|MERCEDES AERO (CTES)
11/20/19|36.5|21.4|MERCEDES AERO (CTES)
11/19/19|33.6|19|MERCEDES AERO (CTES)
11/18/19|33.2|16.8|MERCEDES AERO (CTES)
11/17/19|30.6|17.6|MERCEDES AERO (CTES)
11/16/19|29.5|16|MERCEDES AERO (CTES)
11/15/19|29.8|16|MERCEDES AERO (CTES)
11/14/19|32.2|18|MERCEDES AERO (CTES)
11/13/19|26.8|21|MERCEDES AERO (CTES)
11/12/19|32.6|18.6|MERCEDES AERO (CTES)
11/11/19|28.8|19|MERCEDES AERO (CTES)
11/10/19|30|18.2|MERCEDES AERO (CTES)
11/09/19|28.5|19.2|MERCEDES AERO (CTES)
11/08/19|31|17.4|MERCEDES AERO (CTES)
11/07/19|30|17.2|MERCEDES AERO (CTES)
11/06/19|28.5|15|MERCEDES AERO (CTES)
11/05/19|27.2|17.6|MERCEDES AERO (CTES)
11/04/19|22.8|19.5|MERCEDES AERO (CTES)
11/03/19|24|20|MERCEDES AERO (CTES)
11/02/19|30|21.8|MERCEDES AERO (CTES)
11/01/19|31.8|20|MERCEDES AERO (CTES)
10/31/19|24.5|18.4|MERCEDES AERO (CTES)
10/29/20|17.4|9|MERLO AERO
10/28/20|20.4|9.8|MERLO AERO
10/27/20|23.6|8.3|MERLO AERO
10/26/20|22|13.9|MERLO AERO
10/25/20|22.5|18|MERLO AERO
10/24/20|26|16.9|MERLO AERO
10/23/20|22|15.6|MERLO AERO
10/22/20|17|13|MERLO AERO
10/21/20|17.5|7.8|MERLO AERO
10/20/20|17.8|10.4|MERLO AERO
10/19/20|27.6|16.6|MERLO AERO
10/18/20|33.7|19|MERLO AERO
10/17/20|26|17.5|MERLO AERO
10/16/20|26.3|14|MERLO AERO
10/15/20|24|11.2|MERLO AERO
10/14/20|28|11.5|MERLO AERO
10/13/20|27|10.7|MERLO AERO
10/12/20|22|10|MERLO AERO
10/11/20|19.2|12|MERLO AERO
10/10/20|22.7|6.6|MERLO AERO
10/09/20|23|8.4|MERLO AERO
10/08/20|23.5|8.5|MERLO AERO
10/07/20|26|8.8|MERLO AERO
10/06/20|22|6.4|MERLO AERO
10/05/20|18|10.5|MERLO AERO
10/04/20|16.5|4.8|MERLO AERO
10/03/20|11.5|5|MERLO AERO
10/02/20|16.4|7|MERLO AERO
10/01/20|21|11.5|MERLO AERO
09/30/20|29.4|13|MERLO AERO
09/29/20|24.8|11|MERLO AERO
09/28/20|22.4|4.8|MERLO AERO
09/27/20|17|12|MERLO AERO
09/26/20|22|12.2|MERLO AERO
09/25/20|20.2|14|MERLO AERO
09/24/20|23.5|10.5|MERLO AERO
09/23/20|25|10.3|MERLO AERO
09/22/20|22|6|MERLO AERO
09/21/20|17.8|3.1|MERLO AERO
09/20/20|20.5|1|MERLO AERO
09/19/20|15|6|MERLO AERO
09/18/20|21.5|12.9|MERLO AERO
09/17/20|26.8|8|MERLO AERO
09/16/20|21|5.9|MERLO AERO
09/15/20|17.5|5|MERLO AERO
09/14/20|17.4|3.8|MERLO AERO
09/13/20|20.9|6.5|MERLO AERO
09/12/20|18.5|3.7|MERLO AERO
09/11/20|19|11.4|MERLO AERO
09/10/20|21.7|7.8|MERLO AERO
09/09/20|20.5|12.5|MERLO AERO
09/08/20|21|7.5|MERLO AERO
09/07/20|18|4.5|MERLO AERO
09/06/20|16|6|MERLO AERO
09/05/20|17.7|6.7|MERLO AERO
09/04/20|17.8|7.5|MERLO AERO
09/03/20|13.1|6.5|MERLO AERO
09/02/20|11|8|MERLO AERO
09/01/20|10.5|4.4|MERLO AERO
08/31/20|14.3|3|MERLO AERO
08/30/20|13.5|1|MERLO AERO
08/29/20|17.1|10.4|MERLO AERO
08/28/20|19.5|9.6|MERLO AERO
08/27/20|20.5|7.8|MERLO AERO
08/26/20|21.3|14.6|MERLO AERO
08/25/20|22|16.5|MERLO AERO
08/24/20|24|11.5|MERLO AERO
08/23/20|22|6.5|MERLO AERO
08/22/20|19|4.6|MERLO AERO
08/21/20|18.2|1.8|MERLO AERO
08/20/20|13|-1|MERLO AERO
08/19/20|13|2.5|MERLO AERO
08/18/20|20.7|7|MERLO AERO
08/17/20|20.1|2.5|MERLO AERO
08/16/20|19.1|1.2|MERLO AERO
08/15/20|16.5|2.5|MERLO AERO
08/14/20|21|5.5|MERLO AERO
08/13/20|19|2|MERLO AERO
08/12/20|16|-1|MERLO AERO
08/11/20|14|1.5|MERLO AERO
08/10/20|17|11.5|MERLO AERO
08/09/20|16.8|12|MERLO AERO
08/08/20|21.7|11.5|MERLO AERO
08/07/20|12.5|9.7|MERLO AERO
08/06/20|23|7|MERLO AERO
08/05/20|27|17.5|MERLO AERO
08/04/20|27|13|MERLO AERO
08/03/20|24.4|12.5|MERLO AERO
08/02/20|22.5|11.3|MERLO AERO
08/01/20|21|5.2|MERLO AERO
07/31/20|16.8|5.1|MERLO AERO
07/30/20|15.8|1.3|MERLO AERO
07/29/20|15|-2.2|MERLO AERO
07/28/20|12.5|-1.5|MERLO AERO
07/27/20|13.8|6|MERLO AERO
07/26/20|18|3.6|MERLO AERO
07/25/20|13.8|0.5|MERLO AERO
07/24/20|10.7|4.5|MERLO AERO
07/23/20|14|9.8|MERLO AERO
07/22/20|14.5|12.2|MERLO AERO
07/21/20|15|12.5|MERLO AERO
07/20/20|19|12|MERLO AERO
07/19/20|24.5||MERLO AERO
07/18/20|15.2|11.5|MERLO AERO
07/17/20|17.5|5|MERLO AERO
07/16/20|17.2|5.3|MERLO AERO
07/15/20|15.9|0.7|MERLO AERO
07/14/20|14.8|-2|MERLO AERO
07/13/20|11.9|4|MERLO AERO
07/12/20|15|4|MERLO AERO
07/11/20|15.3|-2|MERLO AERO
07/10/20|13.1|8|MERLO AERO
07/09/20|15|3|MERLO AERO
07/08/20|13|2.5|MERLO AERO
07/07/20|10|2.5|MERLO AERO
07/06/20|11.6|0.5|MERLO AERO
07/05/20|12|6|MERLO AERO
07/04/20|14.8|7|MERLO AERO
07/03/20|15.1|5|MERLO AERO
07/02/20|11.3|4.8|MERLO AERO
07/01/20|9.2|3.8|MERLO AERO
06/30/20|12.5|8.2|MERLO AERO
06/29/20|16|6.4|MERLO AERO
06/28/20|15.3|1.5|MERLO AERO
06/27/20|15.6|4.9|MERLO AERO
06/26/20|14.5|0|MERLO AERO
06/25/20|12.6|4.2|MERLO AERO
06/24/20|14.5|9|MERLO AERO
06/23/20|15|11.5|MERLO AERO
06/22/20|16.6|6|MERLO AERO
06/21/20|18|10.5|MERLO AERO
06/20/20|18.3|7.2|MERLO AERO
06/19/20|14.4|7.5|MERLO AERO
06/18/20|23.5|11.5|MERLO AERO
06/17/20|27.4|17.5|MERLO AERO
06/16/20|25|14.1|MERLO AERO
06/15/20|16.8|5|MERLO AERO
06/14/20|14.5|-1.3|MERLO AERO
06/13/20|12.8|2.5|MERLO AERO
06/12/20|23|9|MERLO AERO
06/11/20|19.2|5.5|MERLO AERO
06/10/20|20.5|5|MERLO AERO
06/09/20|18.2|7|MERLO AERO
06/08/20|17.8|10.7|MERLO AERO
06/07/20|15.9|12.9|MERLO AERO
06/06/20|16.6|14|MERLO AERO
06/05/20|15|6.1|MERLO AERO
06/04/20|16.6|4|MERLO AERO
06/03/20|17.4|3.5|MERLO AERO
06/02/20|15.8|1|MERLO AERO
06/01/20|13.4|3|MERLO AERO
05/31/20|13.6|6|MERLO AERO
05/30/20|15.1|8.8|MERLO AERO
05/29/20|22|8.5|MERLO AERO
05/28/20|22.7|8.1|MERLO AERO
05/27/20|22|8|MERLO AERO
05/26/20|17.2|6|MERLO AERO
05/25/20|17|9.7|MERLO AERO
05/24/20|17.6|5|MERLO AERO
05/23/20|16.5|5.7|MERLO AERO
05/22/20|15|10|MERLO AERO
05/21/20|18.5|11.6|MERLO AERO
05/20/20|24.5|15|MERLO AERO
05/19/20|26.5|12.5|MERLO AERO
05/18/20|24.6|13.9|MERLO AERO
05/17/20|26|12.7|MERLO AERO
05/16/20|28|12.6|MERLO AERO
05/15/20|22.1|8|MERLO AERO
05/14/20|16.5|2.4|MERLO AERO
05/13/20|19.5|5|MERLO AERO
05/12/20|19.6|4.5|MERLO AERO
05/11/20|20.4|12|MERLO AERO
05/10/20|26.3|11|MERLO AERO
05/09/20|21.8|9.3|MERLO AERO
05/08/20|19.4|5.5|MERLO AERO
05/07/20|18.5|5|MERLO AERO
05/06/20|16|7.2|MERLO AERO
05/05/20|16.6|9.7|MERLO AERO
05/04/20|18.6|12|MERLO AERO
05/03/20|21.3|11|MERLO AERO
05/02/20|19.8|8|MERLO AERO
05/01/20|22.3|9|MERLO AERO
04/30/20|21|7|MERLO AERO
04/29/20|21.3|11.3|MERLO AERO
04/28/20|20.1|14.5|MERLO AERO
04/27/20|21.2|16|MERLO AERO
04/26/20|22.1|14.2|MERLO AERO
04/25/20|21.2|14.6|MERLO AERO
04/24/20|22.3|18.6|MERLO AERO
04/23/20|25.5|15|MERLO AERO
04/22/20|21.5|13|MERLO AERO
04/21/20|22|14.2|MERLO AERO
04/20/20|28.5|13|MERLO AERO
04/19/20|26.8|13|MERLO AERO
04/18/20|25|11|MERLO AERO
04/17/20|24|7.4|MERLO AERO
04/16/20|22.5|5.5|MERLO AERO
04/15/20|20.5|6.8|MERLO AERO
04/14/20|19.5|8|MERLO AERO
04/13/20|20|11|MERLO AERO
04/12/20|24|11.6|MERLO AERO
04/11/20|24|9.8|MERLO AERO
04/10/20|22.3|8.4|MERLO AERO
04/09/20|21.2|6|MERLO AERO
04/08/20|18.7|5.1|MERLO AERO
04/07/20|18.2|5.7|MERLO AERO
04/06/20|20.5|12|MERLO AERO
04/05/20|24.5|13.3|MERLO AERO
04/04/20|25.7|11.7|MERLO AERO
04/03/20|22.8|8.9|MERLO AERO
04/02/20|22|12.5|MERLO AERO
04/01/20|25.8|18.2|MERLO AERO
03/31/20|24.3|18.4|MERLO AERO
03/30/20|28.2|20.5|MERLO AERO
03/29/20|29.2|18.5|MERLO AERO
03/28/20|29.2|19.2|MERLO AERO
03/27/20|30.7|21.2|MERLO AERO
03/26/20|28|19.2|MERLO AERO
03/25/20|26|19.6|MERLO AERO
03/24/20|32|16|MERLO AERO
03/23/20|30.2|16|MERLO AERO
03/22/20|29|12.7|MERLO AERO
03/21/20|29.3|14|MERLO AERO
03/20/20|29.5|12|MERLO AERO
03/19/20|24.1|14.5|MERLO AERO
03/18/20|25.5|16.3|MERLO AERO
03/17/20|23|14.5|MERLO AERO
03/16/20|24|12.8|MERLO AERO
03/15/20|23.5|15.5|MERLO AERO
03/14/20|26|18.5|MERLO AERO
03/13/20|32.8|19.4|MERLO AERO
03/12/20|30.1|18.2|MERLO AERO
03/11/20|22.5|18.8|MERLO AERO
03/10/20|26.5|16.5|MERLO AERO
03/09/20|28.7|17.6|MERLO AERO
03/08/20|32|19.5|MERLO AERO
03/07/20|32.3|19.1|MERLO AERO
03/06/20|30.4|18.7|MERLO AERO
03/05/20|31.6|19.3|MERLO AERO
03/04/20|32.6|19|MERLO AERO
03/03/20|32.4|20|MERLO AERO
03/02/20|33.5|21.4|MERLO AERO
03/01/20|34.5|21|MERLO AERO
02/29/20|34.4|18.9|MERLO AERO
02/28/20|32.5|14.5|MERLO AERO
02/27/20|30.5|14.5|MERLO AERO
02/26/20|26|12.5|MERLO AERO
02/25/20|26.9|15|MERLO AERO
02/24/20|29.6|16|MERLO AERO
02/23/20|26|11.8|MERLO AERO
02/22/20|23.6|8.5|MERLO AERO
02/21/20|22|9.8|MERLO AERO
02/20/20|23|12.5|MERLO AERO
02/19/20|28.5|13.5|MERLO AERO
02/18/20|25.5|12.2|MERLO AERO
02/17/20|30.5|20|MERLO AERO
02/16/20|34|21|MERLO AERO
02/15/20|33.4|14.5|MERLO AERO
02/14/20|28.7|18.3|MERLO AERO
02/13/20|32|20|MERLO AERO
02/12/20|28.3|17|MERLO AERO
02/11/20|27|14.9|MERLO AERO
02/10/20|25|11.6|MERLO AERO
02/09/20|23.6|14|MERLO AERO
02/08/20|27.5|18.6|MERLO AERO
02/07/20|30.6|20.4|MERLO AERO
02/06/20|35|22.6|MERLO AERO
02/05/20|32.5|22|MERLO AERO
02/04/20|35|22.6|MERLO AERO
02/03/20|34.9|21|MERLO AERO
02/02/20|35|20|MERLO AERO
02/01/20|31|15|MERLO AERO
01/31/20|29.5|11|MERLO AERO
01/30/20|26||MERLO AERO
01/29/20|25|17|MERLO AERO
01/28/20|30.2|14.2|MERLO AERO
01/27/20|27.9|12.2|MERLO AERO
01/26/20|33||MERLO AERO
01/25/20|35.3|22.5|MERLO AERO
01/24/20|32.4|19.5|MERLO AERO
01/23/20|31.2|20.5|MERLO AERO
01/22/20|31|21.5|MERLO AERO
01/21/20|27.8|21.5|MERLO AERO
01/20/20|34||MERLO AERO
01/19/20|33.6|19.5|MERLO AERO
01/18/20|30.2|19|MERLO AERO
01/17/20|27|13|MERLO AERO
01/16/20|25.5|10.6|MERLO AERO
01/15/20|27.3|19.5|MERLO AERO
01/14/20|31|20|MERLO AERO
01/13/20|31|20|MERLO AERO
01/12/20|31.8|18|MERLO AERO
01/11/20|33|16.5|MERLO AERO
01/10/20|30.7|17.9|MERLO AERO
01/09/20|29.7|22.6|MERLO AERO
01/08/20|32|17.2|MERLO AERO
01/07/20|30.3|12.1|MERLO AERO
01/06/20|27.2|16|MERLO AERO
01/05/20|30.7|18|MERLO AERO
01/04/20|29.2|18.6|MERLO AERO
01/03/20|29.2|19.8|MERLO AERO
01/02/20|28|18|MERLO AERO
01/01/20|27.2|19|MERLO AERO
12/31/19|29|21|MERLO AERO
12/30/19|25|21.3|MERLO AERO
12/29/19|35.7|21.8|MERLO AERO
12/28/19|31.1|23|MERLO AERO
12/27/19|34.6|20|MERLO AERO
12/26/19|28.5|13.2|MERLO AERO
12/25/19|28|14|MERLO AERO
12/24/19|33.5|19|MERLO AERO
12/23/19|31.7|11|MERLO AERO
12/22/19|26.5|8.5|MERLO AERO
12/21/19|24.5|12.5|MERLO AERO
12/20/19|27.7|17.5|MERLO AERO
12/19/19|33.5|20.2|MERLO AERO
12/18/19|32.8|19|MERLO AERO
12/17/19|30.4|14.5|MERLO AERO
12/16/19|30.5|13|MERLO AERO
12/15/19|26.9|18.3|MERLO AERO
12/14/19|31.9|17|MERLO AERO
12/13/19|26|10.6|MERLO AERO
12/12/19|25.5|18|MERLO AERO
12/11/19|36.4|22.5|MERLO AERO
12/10/19|37.5|19.5|MERLO AERO
12/09/19|35.6|18.5|MERLO AERO
12/08/19|33.5|15.5|MERLO AERO
12/07/19|27|11.2|MERLO AERO
12/06/19|30|15|MERLO AERO
12/05/19|25.5|8.5|MERLO AERO
12/04/19|23.4|14|MERLO AERO
12/03/19|25|15.6|MERLO AERO
12/02/19|28.3|11|MERLO AERO
12/01/19|25|11.1|MERLO AERO
11/30/19|27.5|12.2|MERLO AERO
11/29/19|30.5|17.2|MERLO AERO
11/28/19|30|12|MERLO AERO
11/27/19|27.3|9|MERLO AERO
11/26/19|25.5|15.5|MERLO AERO
11/25/19|23.5|15.2|MERLO AERO
11/24/19|26.2|15|MERLO AERO
11/23/19|24.1|8.8|MERLO AERO
11/22/19|26.5|17|MERLO AERO
11/21/19|33.5|20.1|MERLO AERO
11/20/19|36|20.5|MERLO AERO
11/19/19|31.6|17.6|MERLO AERO
11/18/19|32.5|19|MERLO AERO
11/17/19|31.2|16|MERLO AERO
11/16/19|25.5|16.2|MERLO AERO
11/15/19|30.3|16.2|MERLO AERO
11/14/19|29|16.5|MERLO AERO
11/13/19|31|17.8|MERLO AERO
11/12/19|28.5|17.5|MERLO AERO
11/11/19|25.3|15.4|MERLO AERO
11/10/19|25.3|13|MERLO AERO
11/09/19|25.6|14.5|MERLO AERO
11/08/19|25.3|12.7|MERLO AERO
11/07/19|29.4|15|MERLO AERO
11/06/19|27|14|MERLO AERO
11/05/19|26.3|11.8|MERLO AERO
11/04/19|22.6|17.6|MERLO AERO
11/03/19|25|9.5|MERLO AERO
11/02/19|26.1|18.4|MERLO AERO
11/01/19|22.3|15.5|MERLO AERO
10/31/19|24.5|10.7|MERLO AERO
10/29/20|24.2|13.6|METAN
10/28/20|35|15.7|METAN
10/27/20||12.2|METAN
10/26/20|28.7|17.1|METAN
10/25/20|39.3|19.6|METAN
10/24/20|33.5|19.5|METAN
10/23/20|31.9|19.5|METAN
10/22/20|29.2|15.6|METAN
10/21/20|27.8|15|METAN
10/20/20|30.6|19.1|METAN
10/19/20|40|19.1|METAN
10/18/20|39|18.9|METAN
10/17/20|34|15.6|METAN
10/16/20|30.5|14.7|METAN
10/15/20|24|16.6|METAN
10/14/20|32.6|15.6|METAN
10/13/20|32.4|13.3|METAN
10/12/20|30.4|12|METAN
10/11/20|29.4|15.5|METAN
10/10/20|||METAN
10/09/20|29.3|15.9|METAN
10/08/20|32.7|14.8|METAN
10/07/20|31.9|14|METAN
10/06/20|27.6|8.5|METAN
10/05/20|21.4|5.9|METAN
10/04/20|23|6.8|METAN
10/03/20|19|12|METAN
10/02/20|27|11.7|METAN
10/01/20|31.3|18|METAN
09/30/20|38|16.9|METAN
09/29/20|34.4|9.4|METAN
09/28/20|27|10.4|METAN
09/27/20|27.4|15.7|METAN
09/26/20|37.6|20.7|METAN
09/25/20|35.7|18.6|METAN
09/24/20|34|15.6|METAN
09/23/20|31.8|9.3|METAN
09/22/20|29.3|5.9|METAN
09/21/20|25.6|6.7|METAN
09/20/20|24.2|8.5|METAN
09/19/20|25|16.1|METAN
09/18/20|34.2|12|METAN
09/17/20|30.5|11.4|METAN
09/16/20|28|10.4|METAN
09/15/20|25.2|5.9|METAN
09/14/20|20.8|14.3|METAN
09/13/20|27.9|11.6|METAN
09/12/20|26.2|13.5|METAN
09/11/20|32|16|METAN
09/10/20|32|14|METAN
09/09/20|28.7|9|METAN
09/08/20|28.1|9.5|METAN
09/07/20|19.6|10.5|METAN
09/06/20|19.5|10.5|METAN
09/05/20|28.5|10.4|METAN
09/04/20|26.4|5.1|METAN
09/03/20|23.9|3.5|METAN
09/02/20|20.2|1.8|METAN
09/01/20|10|5.5|METAN
08/31/20|10.3|6.1|METAN
08/30/20|18.8|7.2|METAN
08/29/20|28|11.5|METAN
08/28/20|27.4|8|METAN
08/27/20|24.1|10.6|METAN
08/26/20|31.6|13.5|METAN
08/25/20|34.5|12.1|METAN
08/24/20|27.6|6.2|METAN
08/23/20|26|2.4|METAN
08/22/20|20.8|0.6|METAN
08/21/20|18|-1.5|METAN
08/20/20|13|1.4|METAN
08/19/20|17.2|7.2|METAN
08/18/20|32.6|7.5|METAN
08/17/20|23.4|7.8|METAN
08/16/20|23.1|7.9|METAN
08/15/20|22.7|3.6|METAN
08/14/20|28.8|5.1|METAN
08/13/20|20.3|1.9|METAN
08/12/20|17|0.4|METAN
08/11/20|16.6|10.5|METAN
08/10/20|28.7|11.9|METAN
08/09/20|30.2|9|METAN
08/08/20|24.6|6.6|METAN
08/07/20|21.4|8.5|METAN
08/06/20|27|14.1|METAN
08/05/20|32|12.8|METAN
08/04/20|31.5|17.5|METAN
